Date,Code,ID,Code.1,Code.2,Code.3,Code.4,  ,Code.5,Code.6,Code.7,City,Code.8,Code.9,Code.10,Months Rep,Name,Bldgs,Units,Value,Bldgs.1,Units.1,Value.1,Bldgs.2,Units.2,Value.2,Bldgs.3,Units.3,Value.3,Bldgs.4,Units.4,Value.4,Bldgs.5,Units.5,Value.5,Bldgs.6,Units.6,Value.6,Bldgs.7,Units.7,Value.7,state_id_key,Year,Region
2008,11,1000,1,    ,50000 ,99001 ,572059 ,548,47900, ,1,20002      ,3,5,11,Washington,248,248,40937813,2,4,356521,1,4,489326,21,280,25337304,217,217,36665605,1,2,171706,1,4,489326,20,173,14203221,11|1000,2008,south
2008,24,121000,17,    ,  ,  , ,548,47900,2, ,20646      ,3,5,12,Charles County Unincorporated Area,386,386,96549877,4,8,2162560,0,0,0,7,258,32611680,386,386,96549877,4,8,2162560,0,0,0,7,258,32611680,24|121000,2008,south
2008,24,253000,21,0355,30325 ,90132 ,52767 ,548,47900, ,1,217015415  ,3,5,12,Frederick,69,69,14363231,0,0,0,4,16,1600000,4,21,3500000,69,69,14363231,0,0,0,4,16,1600000,4,21,3500000,24|253000,2008,south
2008,24,257000,21,    ,  ,  , ,548,47900,2, ,21701      ,3,5,12,Frederick County Unincorporated Area,466,466,94554793,0,0,69000,6,24,4857629,4,23,3605263,466,466,94554793,0,0,69000,6,24,4857629,4,23,3605263,24|257000,2008,south
2008,24,277000,31,0385,31175 ,90796 ,52613 ,548,47900, ,1,208772098  ,3,5,12,Gaithersburg,57,57,10756000,0,0,0,0,0,0,1,10,1500000,57,57,10756000,0,0,0,0,0,0,1,10,1500000,24|277000,2008,south
2008,24,373000,17,0513,41500 ,90584 ,3422 ,548,47900, , ,20640      ,3,5,12,Indian Head town,11,11,1650000,0,0,0,0,0,0,0,0,0,11,11,1650000,0,0,0,0,0,0,0,0,0,24|373000,2008,south
2008,24,393000,17,0550,45750 ,90032 ,6551 ,548,47900, , ,20646      ,3,5,0,La Plata town,38,38,5916501,0,0,0,0,0,0,1,5,600000,0,0,0,0,0,0,0,0,0,0,0,0,24|393000,2008,south
2008,24,401000,33,0555,45900 ,90892 ,19960 ,548,47900, , ,20707      ,3,5,12,Laurel,44,44,13312459,0,0,0,0,0,0,0,0,0,44,44,13312459,0,0,0,0,0,0,0,0,0,24|401000,2008,south
2008,24,457000,31,    ,  ,  , ,548,47900,2, ,208504166  ,3,5,12,Montgomery County Unincorporated Area,932,932,246587786,0,0,0,0,0,0,2,323,59500000,932,932,246587786,0,0,0,0,0,0,2,323,59500000,24|457000,2008,south
2008,24,549000,33,    ,  ,  , ,548,47900,2, ,20774      ,3,5,12,Prince Georges County Unincorporated Area,1220,1220,117226830,16,32,1280000,0,0,0,2,10,400000,1220,1220,117226830,16,32,1280000,0,0,0,2,10,400000,24|549000,2008,south
