Date,Code,ID,Code.1,Code.2,Code.3,Code.4,  ,Code.5,Code.6,Code.7,City,Code.8,Code.9,Code.10,Months Rep,Name,Bldgs,Units,Value,Bldgs.1,Units.1,Value.1,Bldgs.2,Units.2,Value.2,Bldgs.3,Units.3,Value.3,Bldgs.4,Units.4,Value.4,Bldgs.5,Units.5,Value.5,Bldgs.6,Units.6,Value.6,Bldgs.7,Units.7,Value.7,state_id_key,Year,Region
2021,11,1000,1,    ,50000,99001,601723 ,548,47900, ,1,20002,3,5,12,Washington,376,376,89466455,12,24,3062760,2,7,927717,50,4333,532383831,376,376,89466455,12,24,3062760,2,7,927717,50,4333,532383831,11|1000,2021,south
2021,24,121000,17,    ,99990,0,133941 ,548,47900,2, ,20646,3,5,12,Charles County Unincorporated Area,763,763,297957223,0,0,0,0,0,0,0,0,0,763,763,297957223,0,0,0,0,0,0,0,0,0,24|121000,2021,south
2021,24,253000,21,0355,30325,0,65239 ,548,47900, ,1,217015415,3,5,12,Frederick,501,501,105713040,1,2,256873,2,8,1078761,23,512,59752709,501,501,105713040,1,2,256873,2,8,1078761,23,512,59752709,24|253000,2021,south
2021,24,257000,21,    ,99990,0,135703 ,548,47900,2, ,21701,3,5,12,Frederick County Unincorporated Area,1643,1643,475477770,0,0,0,0,0,0,7,137,17887940,1643,1643,475477770,0,0,0,0,0,0,7,137,17887940,24|257000,2021,south
2021,24,277000,31,0385,31175,0,59933 ,548,47900, ,1,208772098,3,5,0,Gaithersburg,37,37,3762732,6,12,1020000,0,0,0,12,62,7943750,0,0,0,0,0,0,0,0,0,0,0,0,24|277000,2021,south
2021,24,373000,17,0513,41500,0,3844 ,548,47900, , ,20640,3,5,12,Indian Head town,56,56,11200000,0,0,0,0,0,0,0,0,0,56,56,11200000,0,0,0,0,0,0,0,0,0,24|373000,2021,south
2021,24,393000,17,0550,45750,0,8753 ,548,47900, , ,20646,3,5,12,La Plata town,112,112,24620000,0,0,0,0,0,0,0,0,0,112,112,24620000,0,0,0,0,0,0,0,0,0,24|393000,2021,south
2021,24,401000,33,0555,45900,0,25115 ,548,47900, , ,20707,3,5,12,Laurel,11,11,3842962,0,0,0,0,0,0,18,114,31919951,11,11,3842962,0,0,0,0,0,0,18,114,31919951,24|401000,2021,south
2021,24,457000,31,    ,99990,0,814580 ,548,47900,2, ,20902,3,5,12,Montgomery County Unincorporated Area,670,670,158746260,7,14,872873,5,19,2513461,40,957,110211201,670,670,158746260,7,14,872873,5,19,2513461,40,957,110211201,24|457000,2021,south
2021,24,549000,33,    ,99990,0,627607 ,548,47900,2, ,20774,3,5,12,Prince Georges County Unincorporated Area,1447,1447,342908158,0,0,0,1,4,539380,17,883,94586852,1447,1447,342908158,0,0,0,1,4,539380,17,883,94586852,24|549000,2021,south
2021,24,589000,31,0850,67675,0,61209 ,548,47900, ,1,208502364,3,5,12,Rockville,86,86,15220239,0,0,0,0,0,0,0,0,0,86,86,15220239,0,0,0,0,0,0,0,0,0,24|589000,2021,south
