Date,Code,ID,Code.1,Code.2,CMSA,Code.3,City,Code.4,Code.5,Code.6,Months Rep,Unnamed: 12,Name,Bldgs,Units,Value,Bldgs.1,Units.1,Value.1,Bldgs.2,Units.2,Value.2,Bldgs.3,Units.3,Value.3,Bldgs.4,Units.4,Value.4,Bldgs.5,Units.5,Value.5,Bldgs.6,Units.6,Value.6,Bldgs.7,Units.7,Value.7,state_id_key,Year,Region
2001,11,1000,1,    ,8872,8840,1,20002      ,3,5,12,,Washington,131,131,15997528,9,18,1106455,3,9,576711,21,738,42686764,131,131,15997528,9,18,1106455,3,9,576711,21,738,42686764,11|1000,2001,south
2001,24,121000,17,    ,8872,8840, ,20646      ,3,5,12,,Charles County Unincorporated Area,1287,1287,160154390,0,0,0,0,0,0,0,0,0,1287,1287,160154390,0,0,0,0,0,0,0,0,0,24|121000,2001,south
2001,24,253000,21,0355,8872,8840,1,217015415  ,3,5,12,,Frederick,530,530,51203817,0,0,0,0,0,0,1,12,713351,530,530,51203817,0,0,0,0,0,0,1,12,713351,24|253000,2001,south
2001,24,257000,21,    ,8872,8840, ,21701      ,3,5,12,,Frederick County Unincorporated Area,1169,1169,148591712,2,4,463200,2,6,671760,7,240,10846800,1169,1169,148591712,2,4,463200,2,6,671760,7,240,10846800,24|257000,2001,south
2001,24,277000,31,0385,8872,8840, ,20877      ,3,5,12,,Gaithersburg,375,375,44633513,22,44,2100000,0,0,0,5,153,10543113,375,375,44633513,22,44,2100000,0,0,0,5,153,10543113,24|277000,2001,south
2001,24,373000,17,0513,8872,8840, ,20640      ,3,5,12,,Indian Head town,2,2,150000,0,0,0,0,0,0,0,0,0,2,2,150000,0,0,0,0,0,0,0,0,0,24|373000,2001,south
2001,24,393000,17,0550,8872,8840, ,20646      ,3,5,12,,La Plata town,79,79,13737962,0,0,0,0,0,0,0,0,0,79,79,13737962,0,0,0,0,0,0,0,0,0,24|393000,2001,south
2001,24,401000,33,0555,8872,8840, ,20707      ,3,5,12,,Laurel,44,44,5082121,0,0,0,0,0,0,0,0,0,44,44,5082121,0,0,0,0,0,0,0,0,0,24|401000,2001,south
2001,24,457000,31,    ,8872,8840, ,208504166  ,3,5,10,,Montgomery County Unincorporated Area,2325,2325,288270457,0,0,0,1,3,171329,25,1218,70639348,1976,1976,241574731,0,0,0,0,0,0,19,972,56670658,24|457000,2001,south
2001,24,549000,33,    ,8872,8840, ,20774      ,3,5,12,,Prince George's County Unincorporated Area,3005,3005,348722213,0,0,0,0,0,0,0,0,0,3005,3005,348722213,0,0,0,0,0,0,0,0,0,24|549000,2001,south
2001,24,589000,31,0850,8872,8840, ,20850      ,3,5,10,,Rockville,491,491,53019589,13,26,1592500,2,8,806310,31,606,34321705,451,451,46224115,13,26,1592500,2,8,806310,29,554,31534276,24|589000,2001,south
2001,51,1000,510,0025,8872,8840, ,22313      ,3,5,10,,Alexandria,401,401,61927057,0,0,0,0,0,0,13,928,93245761,339,339,54123017,0,0,0,0,0,0,10,823,84322115,51|1000,2001,south
2001,51,23000,600,0460,8872,8840, ,22030      ,3,5,12,,Fairfax,95,95,9994900,0,0,0,0,0,0,1,96,12000000,95,95,9994900,0,0,0,0,0,0,1,96,12000000,51|23000,2001,south
2001,51,25000,610,0470,8872,8840, ,22046      ,3,5,0,,Falls Church,2,2,374552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51|25000,2001,south
2001,51,29000,630,0505,8872,8840,1,22404      ,3,5,12,,Fredericksburg,72,72,6183041,0,0,0,0,0,0,0,0,0,72,72,6183041,0,0,0,0,0,0,0,0,0,51|29000,2001,south
2001,51,43000,683,0780,8872,8840, ,20108      ,3,5,12,,Manassas,155,155,16747524,0,0,0,0,0,0,0,0,0,155,155,16747524,0,0,0,0,0,0,0,0,0,51|43000,2001,south
2001,51,45000,685,0785,8872,8840, ,22111      ,3,5,11,,Manassas Park,30,30,3830000,0,0,0,0,0,0,0,0,0,15,15,2180000,0,0,0,0,0,0,0,0,0,51|45000,2001,south
