Date,Code,ID,Code.1,Code.2,Code.3,Code.4,  ,Code.5,Code.6,Code.7,City,Code.8,Code.9,Code.10,Months Rep,Name,Bldgs,Units,Value,Bldgs.1,Units.1,Value.1,Bldgs.2,Units.2,Value.2,Bldgs.3,Units.3,Value.3,Bldgs.4,Units.4,Value.4,Bldgs.5,Units.5,Value.5,Bldgs.6,Units.6,Value.6,Bldgs.7,Units.7,Value.7,state_id_key,Year,Region
2009,11,1000,1,    ,50000 ,99001 ,572059 ,548,47900, ,1,20002,3,5,12,Washington,151,151,27682197,41,82,7527911,1,4,381103,6,889,95882423,151,151,27682197,41,82,7527911,1,4,381103,6,889,95882423,11|1000,2009,south
2009,24,121000,17,    ,  ,  ,110558 ,548,47900,2, ,20646,3,5,12,Charles County Unincorporated Area,516,516,129129086,0,0,0,0,0,0,7,156,14127000,516,516,129129086,0,0,0,0,0,0,7,156,14127000,24|121000,2009,south
2009,24,253000,21,0355,30325 ,90132 ,52767 ,548,47900, ,1,217015415,3,5,12,Frederick,146,146,24748107,0,0,0,0,0,0,1,10,850000,146,146,24748107,0,0,0,0,0,0,1,10,850000,24|253000,2009,south
2009,24,257000,21,    ,  ,  ,115334 ,548,47900,2, ,21701,3,5,12,Frederick County Unincorporated Area,603,603,118562438,0,0,0,0,0,0,10,80,9465500,603,603,118562438,0,0,0,0,0,0,10,80,9465500,24|257000,2009,south
2009,24,277000,31,0385,31175 ,90796 ,52613 ,548,47900, ,1,208772098,3,5,12,Gaithersburg,72,72,11871200,0,0,0,0,0,0,0,0,0,72,72,11871200,0,0,0,0,0,0,0,0,0,24|277000,2009,south
2009,24,373000,17,0513,41500 ,90584 ,3422 ,548,47900, , ,20640,3,5,12,Indian Head town,20,20,5500000,0,0,0,0,0,0,0,0,0,20,20,5500000,0,0,0,0,0,0,0,0,0,24|373000,2009,south
2009,24,393000,17,0550,45750 ,90032 ,6551 ,548,47900, , ,20646,3,5,12,La Plata town,22,22,2500900,0,0,0,0,0,0,0,0,0,22,22,2500900,0,0,0,0,0,0,0,0,0,24|393000,2009,south
2009,24,401000,33,0555,45900 ,90892 ,19960 ,548,47900, , ,20707,3,5,12,Laurel,55,55,12300298,0,0,0,2,8,643104,1,6,629000,55,55,12300298,0,0,0,2,8,643104,1,6,629000,24|401000,2009,south
2009,24,457000,31,    ,  ,  ,737275 ,548,47900,2, ,208504166,3,5,12,Montgomery County Unincorporated Area,790,790,232627905,0,0,0,0,0,0,0,0,0,790,790,232627905,0,0,0,0,0,0,0,0,0,24|457000,2009,south
2009,24,549000,33,    ,  ,  ,587720 ,548,47900,2, ,20774,3,5,12,Prince Georges County Unincorporated Area,756,756,83480800,0,0,0,0,0,0,13,434,41039186,756,756,83480800,0,0,0,0,0,0,13,434,41039186,24|549000,2009,south
2009,24,589000,31,0850,67675 ,90336 ,47388 ,548,47900, ,1,208502364,3,5,12,Rockville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24|589000,2009,south
2009,51,1000,510,0025,01000 ,90020 ,128283 ,548,47900, ,1,22313,3,5,7,Alexandria,35,35,8511409,0,0,0,0,0,0,6,201,29947523,14,14,2495947,0,0,0,0,0,0,1,141,18077000,51|1000,2009,south
2009,51,23000,600,0460,26496 ,93507 ,21498 ,548,47900, , ,22030,3,5,12,Fairfax,14,14,3655631,0,0,0,0,0,0,0,0,0,14,14,3655631,0,0,0,0,0,0,0,0,0,51|23000,2009,south
2009,51,25000,610,0470,27200 ,93531 ,10377 ,548,47900, , ,22046,3,5,12,Falls Church,12,12,3526000,0,0,0,0,0,0,0,0,0,12,12,3526000,0,0,0,0,0,0,0,0,0,51|25000,2009,south
2009,51,29000,630,0505,29744 ,93651 ,19279 ,548,47900, , ,22404,3,5,12,Fredericksburg,88,88,14237933,0,0,0,0,0,0,1,157,20000000,88,88,14237933,0,0,0,0,0,0,1,157,20000000,51|29000,2009,south
2009,51,43000,683,0780,48952 ,94474 ,35135 ,548,47900, , ,20108,3,5,0,Manassas,40,40,4553322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51|43000,2009,south
