Date,Code,ID,Code.1,Code.2,Code.3,Code.4,  ,Code.5,Code.6,Code.7,City,Code.8,Code.9,Code.10,Months Rep,Name,Bldgs,Units,Value,Bldgs.1,Units.1,Value.1,Bldgs.2,Units.2,Value.2,Bldgs.3,Units.3,Value.3,Bldgs.4,Units.4,Value.4,Bldgs.5,Units.5,Value.5,Bldgs.6,Units.6,Value.6,Bldgs.7,Units.7,Value.7,state_id_key,Year,Region
2015,11,1000,1,    ,50000 ,99001 ,601723 ,548,47900, ,1,20002,3,5,12,Washington,255,255,56961099,53,106,11685006,2,7,807114,43,4588,425567894,255,255,56961099,53,106,11685006,2,7,807114,43,4588,425567894,11|1000,2015,south
2015,24,121000,17,    ,99990 ,00000 ,133941 ,548,47900,2, ,20646,3,5,12,Charles County Unincorporated Area,842,842,175498650,0,0,0,0,0,0,13,288,21877287,842,842,175498650,0,0,0,0,0,0,13,288,21877287,24|121000,2015,south
2015,24,253000,21,0355,30325 ,00000 ,65239 ,548,47900, ,1,217015415,3,5,12,Frederick,176,176,39434813,0,0,0,8,32,3870915,28,175,18444885,176,176,39434813,0,0,0,8,32,3870915,28,175,18444885,24|253000,2015,south
2015,24,257000,21,    ,99990 ,00000 ,135703 ,548,47900,2, ,21701,3,5,12,Frederick County Unincorporated Area,564,564,122463916,0,0,0,0,0,0,14,356,61360756,564,564,122463916,0,0,0,0,0,0,14,356,61360756,24|257000,2015,south
2015,24,277000,31,0385,31175 ,00000 ,59933 ,548,47900, ,1,208772098,3,5,12,Gaithersburg,161,161,24485862,0,0,0,0,0,0,0,0,0,161,161,24485862,0,0,0,0,0,0,0,0,0,24|277000,2015,south
2015,24,373000,17,0513,41500 ,00000 ,3844 ,548,47900, , ,20640,3,5,12,Indian Head town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24|373000,2015,south
2015,24,393000,17,0550,45750 ,00000 ,8753 ,548,47900, , ,20646,3,5,11,La Plata town,84,84,16085186,0,0,0,0,0,0,0,0,0,79,79,15164000,0,0,0,0,0,0,0,0,0,24|393000,2015,south
2015,24,401000,33,0555,45900 ,00000 ,25115 ,548,47900, , ,20707,3,5,12,Laurel,1,1,269129,0,0,0,0,0,0,0,0,0,1,1,269129,0,0,0,0,0,0,0,0,0,24|401000,2015,south
2015,24,457000,31,    ,99990 ,00000 ,814580 ,548,47900,2, ,208504166,3,5,12,Montgomery County Unincorporated Area,1199,1199,271851945,0,0,0,1,4,95000,9,661,139289831,1199,1199,271851945,0,0,0,1,4,95000,9,661,139289831,24|457000,2015,south
2015,24,549000,33,    ,99990 ,00000 ,627607 ,548,47900,2, ,20774,3,5,12,Prince Georges County Unincorporated Area,1437,1437,320860049,0,0,0,0,0,0,1,319,25935976,1437,1437,320860049,0,0,0,0,0,0,1,319,25935976,24|549000,2015,south
2015,24,589000,31,0850,67675 ,00000 ,61209 ,548,47900, ,1,208502364,3,5,12,Rockville,7,7,2377720,0,0,0,0,0,0,1,48,7737218,7,7,2377720,0,0,0,0,0,0,1,48,7737218,24|589000,2015,south
2015,51,1000,510,0025,01000 ,00000 ,139966 ,548,47900, ,1,22314,3,5,12,Alexandria,193,193,42764312,0,0,0,0,0,0,0,0,0,193,193,42764312,0,0,0,0,0,0,0,0,0,51|1000,2015,south
2015,51,23000,600,0460,26496 ,00000 ,22565 ,548,47900, , ,22030,3,5,12,Fairfax,30,30,10232000,0,0,0,0,0,0,0,0,0,30,30,10232000,0,0,0,0,0,0,0,0,0,51|23000,2015,south
2015,51,25000,610,0470,27200 ,00000 ,12332 ,548,47900, , ,22046,3,5,12,Falls Church,33,33,14499274,0,0,0,0,0,0,0,0,0,33,33,14499274,0,0,0,0,0,0,0,0,0,51|25000,2015,south
2015,51,29000,630,0505,29744 ,00000 ,24286 ,548,47900, , ,22404,3,5,12,Fredericksburg,53,53,14802880,0,0,0,0,0,0,0,0,0,53,53,14802880,0,0,0,0,0,0,0,0,0,51|29000,2015,south
2015,51,43000,683,0780,48952 ,00000 ,37821 ,548,47900, , ,20108,3,5,0,Manassas,137,137,19308478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51|43000,2015,south
2015,51,45000,685,0785,48968 ,00000 ,14273 ,548,47900, , ,22111,3,5,0,Manassas Park,10,10,1863640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51|45000,2015,south
2015,51,109000,13,    ,00000 ,00000 ,207627 ,548,47900, ,1,22201,3,5,12,Arlington County,245,245,109473773,0,0,0,0,0,0,3,407,34075000,245,245,109473773,0,0,0,0,0,0,3,407,34075000,51|109000,2015,south
2015,51,205000,43,    ,00000 ,00000 ,9260 ,548,47900, , ,22611,3,5,12,Clarke County,45,45,15504747,0,0,0,0,0,0,0,0,0,45,45,15504747,0,0,0,0,0,0,0,0,0,51|205000,2015,south
2015,51,233000,47,    ,00000 ,00000 ,30310 ,548,47900, , ,22701,3,5,12,Culpeper County,216,216,51271378,0,0,0,0,0,0,0,0,0,216,216,51271378,0,0,0,0,0,0,0,0,0,51|233000,2015,south
2015,51,257000,153,2190,23760 ,00000 ,4961 ,548,47900, , ,22026,3,5,12,Dumfries town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51|257000,2015,south
2015,51,271000,59,    ,99990 ,00000 ,1042465 ,548,47900,2, ,220355504,3,5,12,Fairfax County Unincorporated Area,805,805,179587659,7,14,2695000,1,3,362898,8,1881,105841385,805,805,179587659,7,14,2695000,1,3,362898,8,1881,105841385,51|271000,2015,south
2015,51,277000,61,    ,99990 ,00000 ,54777 ,548,47900,2, ,20186,3,5,12,Fauquier County Unincorporated Area,200,200,64232054,0,0,0,0,0,0,0,0,0,200,200,64232054,0,0,0,0,0,0,0,0,0,51|277000,2015,south
2015,51,345000,59,0615,36648 ,00000 ,23292 ,548,47900, , ,22070,3,5,12,Herndon town,18,18,3930600,0,0,0,0,0,0,0,0,0,18,18,3930600,0,0,0,0,0,0,0,0,0,51|345000,2015,south
2015,51,403000,107,    ,00000 ,00000 ,258557 ,548,47900, , ,201777000,3,5,12,Loudoun County,2635,2635,534278820,0,0,0,0,0,0,35,979,93381005,2635,2635,534278820,0,0,0,0,0,0,35,979,93381005,51|403000,2015,south
2015,51,513000,153,    ,99990 ,00000 ,393845 ,548,47900,2, ,22192,3,5,12,Prince William County Unincorporated Area,1444,1444,261131589,0,0,0,0,0,0,27,396,32790926,1444,1444,261131589,0,0,0,0,0,0,27,396,32790926,51|513000,2015,south
2015,51,523000,157,    ,00000 ,00000 ,7238 ,548,47900, , ,227470222,3,5,0,Rappahannock County,26,26,12352062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51|523000,2015,south
2015,51,575000,177,    ,00000 ,00000 ,122397 ,548,47900, , ,22553,3,5,5,Spotsylvania County,390,390,102359963,0,0,0,0,0,0,0,0,0,151,151,41185225,0,0,0,0,0,0,0,0,0,51|575000,2015,south
2015,51,583000,179,    ,00000 ,00000 ,128961 ,548,47900, , ,22554,3,5,12,Stafford County,785,785,177427119,0,0,0,0,0,0,0,0,0,785,785,177427119,0,0,0,0,0,0,0,0,0,51|583000,2015,south
2015,51,635000,187,    ,00000 ,00000 ,23135 ,548,47900, , ,22630,3,5,12,Warren County,116,116,25477220,0,0,0,0,0,0,0,0,0,116,116,25477220,0,0,0,0,0,0,0,0,0,51|635000,2015,south
2015,51,637000,61,1295,83136 ,00000 ,9611 ,548,47900, , ,201880341,3,5,12,Warrenton town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51|637000,2015,south
2015,54,55000,37,0165,08932 ,00000 ,1045 ,548,47900, , ,25425,3,5,12,Bolivar town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54|55000,2015,south
2015,54,99000,37,0285,14610 ,00000 ,5259 ,548,47900, , ,25414,3,5,12,Charles Town,57,57,11231999,0,0,0,0,0,0,0,0,0,57,57,11231999,0,0,0,0,0,0,0,0,0,54|99000,2015,south
2015,54,117000,37,0350,66988 ,00000 ,4440 ,548,47900, , ,25438,3,5,12,Corporation of Ranson town,32,32,7280000,0,0,0,0,0,0,3,96,5300000,32,32,7280000,0,0,0,0,0,0,3,96,5300000,54|117000,2015,south
