Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,Code,Code,  ,Code,Code,Code,City,Code,Code,Code,Months Rep,Name,Total Units,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
2024,34,192000,003,1890,28680 ,28680 ,43981 ,408,35620, , ,07601      ,1,2,12,Hackensack,210,0,0,0,0,0,0,0,0,0,1,210,36000000,0,0,0,0,0,0,0,0,0,1,210,36000000
2024,34,198000,031,1940,29070 ,29070 ,8261 ,408,35620, , ,07508      ,1,2,0,Haledon borough,31,6,6,545235,0,0,0,0,0,0,5,25,1451760,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,199000,037,1950,29220 ,29220 ,3121 ,408,35620, , ,07419      ,1,2,12,Hamburg borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,203000,019,1980,29460 ,29460 ,1312 ,408,35620, , ,08802      ,1,2,12,Hampton borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,204000,037,    ,00000 ,29490 ,4817 ,408,35620, , ,07860      ,1,2,12,Hampton township,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,205000,027,    ,00000 ,29550 ,14173 ,408,35620, , ,07981      ,1,2,6,Hanover township,113,60,60,21814618,1,2,86148,1,3,140369,8,48,6450397,48,48,19503300,0,0,0,0,0,0,0,0,0
2024,34,206000,027,    ,00000 ,29700 ,3752 ,408,35620, , ,079762012  ,1,2,12,Harding township,11,11,11,5570427,0,0,0,0,0,0,0,0,0,11,11,5570427,0,0,0,0,0,0,0,0,0
2024,34,208000,037,    ,00000 ,29850 ,7759 ,408,35620, , ,07419      ,1,2,12,Hardyston township,48,10,10,3751300,0,0,0,5,20,2816400,1,18,2000000,10,10,3751300,0,0,0,5,20,2816400,1,18,2000000
2024,34,210000,003,2020,30150 ,30150 ,4693 ,408,35620, , ,07640      ,1,2,2,Harrington Park borough,87,25,25,3730832,0,0,0,5,15,192865,9,47,17042943,3,3,859200,0,0,0,0,0,0,0,0,0
2024,34,211000,017,2030,30210 ,30210 ,20481 ,408,35620, , ,07029      ,1,2,6,Harrison town,97,22,22,3539601,2,4,557778,1,3,15000,6,68,2896715,16,16,2311451,0,0,0,0,0,0,0,0,0
2024,34,213000,029,2040,30390 ,30390 ,348 ,408,35620, , ,08008      ,1,2,7,Harvey Cedars borough,17,17,17,9885826,0,0,0,0,0,0,0,0,0,6,6,4888000,0,0,0,0,0,0,0,0,0
2024,34,214000,003,2050,30420 ,30420 ,11912 ,408,35620, , ,07604      ,1,2,2,Hasbrouck Heights borough,20,14,14,3786326,0,0,0,2,6,1200000,0,0,0,4,4,1021800,0,0,0,0,0,0,0,0,0
2024,34,215000,003,2060,30540 ,30540 ,3374 ,408,35620, , ,07641      ,1,2,3,Haworth borough,24,14,14,5939665,0,0,0,0,0,0,2,10,1863236,9,9,3681100,0,0,0,0,0,0,0,0,0
2024,34,216000,031,2070,30570 ,30570 ,18667 ,408,35620, , ,07506      ,1,2,4,Hawthorne borough,47,12,12,1755551,0,0,0,0,0,0,7,35,4589978,5,5,692422,0,0,0,0,0,0,0,0,0
2024,34,217000,025,    ,00000 ,30690 ,19641 ,408,35620, , ,07730      ,1,2,12,Hazlet township,13,13,13,3053536,0,0,0,0,0,0,0,0,0,13,13,3053536,0,0,0,0,0,0,0,0,0
2024,34,218000,023,2090,30840 ,30840 ,2133 ,408,35620, , ,08828      ,1,2,12,Helmetta borough,1,1,1,240000,0,0,0,0,0,0,0,0,0,1,1,240000,0,0,0,0,0,0,0,0,0
2024,34,220000,019,2100,31320 ,31320 ,3388 ,408,35620, , ,08829      ,1,2,0,High Bridge borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,221000,023,2120,31470 ,31470 ,13592 ,408,35620, , ,08904      ,1,2,12,Highland Park borough,3,1,1,250000,1,2,400000,0,0,0,0,0,0,1,1,250000,1,2,400000,0,0,0,0,0,0
2024,34,222000,025,2130,31500 ,31500 ,4693 ,408,35620, , ,07732      ,1,2,3,Highlands borough,41,28,28,2602335,0,0,0,4,13,621000,0,0,0,7,7,331800,0,0,0,3,10,51000,0,0,0
2024,34,224000,035,    ,00000 ,31890 ,40105 ,408,35620, , ,08844      ,1,2,8,Hillsborough township,74,43,43,4648880,0,0,0,0,0,0,4,31,1239300,29,29,2875250,0,0,0,0,0,0,0,0,0
2024,34,225000,003,2150,31920 ,31920 ,10253 ,408,35620, , ,07642      ,1,2,12,Hillsdale borough,259,3,3,1022500,0,0,0,0,0,0,1,256,25000000,3,3,1022500,0,0,0,0,0,0,1,256,25000000
2024,34,226000,039,    ,00000 ,31980 ,21841 ,408,35620, , ,07205      ,1,2,3,Hillside township,9,7,7,823963,1,2,10000,0,0,0,0,0,0,4,4,366400,1,2,10000,0,0,0,0,0,0
2024,34,227000,003,2180,32310 ,32310 ,4050 ,408,35620, , ,07423      ,1,2,12,Ho-Ho-Kus borough,4,4,4,4677500,0,0,0,0,0,0,0,0,0,4,4,4677500,0,0,0,0,0,0,0,0,0
2024,34,228000,017,2170,32250 ,32250 ,53081 ,408,35620, , ,070304585  ,1,2,3,Hoboken,59,11,11,5890972,0,0,0,1,3,1723082,9,45,35966034,5,5,1147600,0,0,0,0,0,0,0,0,0
2024,34,229000,019,    ,00000 ,32460 ,5077 ,408,35620, , ,08802      ,1,2,6,Holland township,8,8,8,1486812,0,0,0,0,0,0,0,0,0,5,5,1005000,0,0,0,0,0,0,0,0,0
2024,34,230000,025,    ,00000 ,32640 ,16670 ,408,35620, , ,07733      ,1,2,11,Holmdel township,12,12,12,1123983,0,0,0,0,0,0,0,0,0,11,11,888301,0,0,0,0,0,0,0,0,0
2024,34,231000,037,2220,32910 ,32910 ,14145 ,408,35620, , ,07843      ,1,2,12,Hopatcong borough,13,13,13,2023446,0,0,0,0,0,0,0,0,0,13,13,2023446,0,0,0,0,0,0,0,0,0
2024,34,236000,025,    ,00000 ,33300 ,52006 ,408,35620, , ,07731      ,1,2,11,Howell township,257,248,248,54513316,0,0,0,0,0,0,1,9,465967,237,237,52117672,0,0,0,0,0,0,0,0,0
2024,34,240000,025,2260,34200 ,34200 ,787 ,408,35620, , ,07712      ,1,2,12,Interlaken borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,241000,013,    ,00000 ,34450 ,54226 ,408,35620, , ,071112434  ,1,2,0,Irvington township,98,6,6,49596,34,68,506474,8,24,169648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,242000,029,2280,34530 ,34530 ,1692 ,408,35620, , ,08732      ,1,2,11,Island Heights borough,6,6,6,3634375,0,0,0,0,0,0,0,0,0,5,5,3225000,0,0,0,0,0,0,0,0,0
2024,34,243000,029,    ,00000 ,34680 ,58371 ,408,35620, , ,08527      ,1,2,3,Jackson township,43,38,38,4704286,0,0,0,0,0,0,1,5,1,5,5,1123351,0,0,0,0,0,0,0,0,0
2024,34,244000,023,2290,34890 ,34890 ,5817 ,408,35620, , ,08831      ,1,2,12,Jamesburg borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,245000,027,    ,00000 ,34980 ,20611 ,408,35620, , ,07849      ,1,2,8,Jefferson township,33,11,11,3566336,0,0,0,0,0,0,4,22,3857858,7,7,729976,0,0,0,0,0,0,0,0,0
2024,34,246000,017,2300,36000 ,36000 ,262664 ,408,35620, ,1,07305      ,1,2,0,Jersey City,2601,185,185,23578883,46,92,12196823,11,36,4055954,29,2288,406893909,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,247000,025,2320,36480 ,36480 ,9614 ,408,35620, , ,07734      ,1,2,12,Keansburg borough,12,12,12,2544100,0,0,0,0,0,0,0,0,0,12,12,2544100,0,0,0,0,0,0,0,0,0
2024,34,248000,017,2330,36510 ,36510 ,40507 ,408,35620, , ,07032      ,1,2,12,Kearny town,22,0,0,0,11,22,3707244,0,0,0,0,0,0,0,0,0,11,22,3707244,0,0,0,0,0,0
2024,34,249000,039,2350,36690 ,36690 ,8153 ,408,35620, , ,07033      ,1,2,12,Kenilworth borough,3,1,1,400000,1,2,400000,0,0,0,0,0,0,1,1,400000,1,2,400000,0,0,0,0,0,0
2024,34,250000,025,2370,36810 ,36810 ,6951 ,408,35620, , ,07735      ,1,2,12,Keyport borough,82,16,16,3099400,9,18,4245000,0,0,0,2,48,5910500,16,16,3099400,9,18,4245000,0,0,0,2,48,5910500
2024,34,251000,019,    ,00000 ,37065 ,3753 ,408,35620, , ,088254120  ,1,2,12,Kingwood township,3,3,3,1409725,0,0,0,0,0,0,0,0,0,3,3,1409725,0,0,0,0,0,0,0,0,0
2024,34,252000,027,2400,37110 ,37110 ,9852 ,408,35620, , ,07403      ,1,2,12,Kinnelon borough,7,7,7,4052900,0,0,0,0,0,0,0,0,0,7,7,4052900,0,0,0,0,0,0,0,0,0
2024,34,254000,029,    ,00000 ,37380 ,29760 ,408,35620, , ,08731      ,1,2,12,Lacey township,81,42,42,11113566,0,0,0,7,28,1422500,2,11,1853756,42,42,11113566,0,0,0,7,28,1422500,2,11,1853756
2024,34,255000,037,    ,00000 ,37440 ,2352 ,408,35620, , ,07848      ,1,2,0,Lafayette township,1,1,1,406500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,256000,029,2420,37770 ,37770 ,2731 ,408,35620, , ,08733      ,1,2,12,Lakehurst borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,257000,029,    ,00000 ,38550 ,107439 ,408,35620, ,1,08701      ,1,2,11,Lakewood township,1481,1254,1254,92366986,42,84,2039648,1,3,3300,8,140,11447564,1172,1172,85678099,38,76,1213457,1,3,3300,6,116,8949600
2024,34,258000,019,2460,38610 ,38610 ,3790 ,408,35620, , ,08530      ,1,2,12,Lambertville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,260000,029,2500,39390 ,39390 ,1903 ,408,35620, , ,08735      ,1,2,12,Lavallette borough,26,26,26,10897410,0,0,0,0,0,0,0,0,0,26,26,10897410,0,0,0,0,0,0,0,0,0
2024,34,264000,019,2530,39630 ,39630 ,1638 ,408,35620, , ,08833      ,1,2,12,Lebanon borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,265000,019,    ,00000 ,39660 ,6056 ,408,35620, , ,07830      ,1,2,12,Lebanon township,8,8,8,806366,0,0,0,0,0,0,0,0,0,8,8,806366,0,0,0,0,0,0,0,0,0
2024,34,266000,003,2600,40020 ,40020 ,8988 ,408,35620, , ,07605      ,1,2,0,Leonia borough,81,18,18,2407821,0,0,0,0,0,0,12,63,2115643,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,268000,027,2610,40290 ,40290 ,10064 ,408,35620, , ,07035      ,1,2,1,Lincoln Park borough,3,1,1,90500,1,2,5002,0,0,0,0,0,0,1,1,90500,0,0,0,0,0,0,0,0,0
2024,34,269000,039,2630,40350 ,40350 ,42076 ,408,35620, , ,07036      ,1,2,10,Linden,72,25,25,3643488,3,6,1011067,0,0,0,3,41,4997542,18,18,2886070,3,6,1011067,0,0,0,1,8,1311000
2024,34,272000,029,    ,00000 ,40560 ,22007 ,408,35620, , ,08087      ,1,2,11,Little Egg Harbor township,46,46,46,10176769,0,0,0,0,0,0,0,0,0,40,40,8614051,0,0,0,0,0,0,0,0,0
2024,34,273000,031,    ,00000 ,40620 ,14412 ,408,35620, , ,07424      ,1,2,6,Little Falls township,67,32,32,7338791,0,0,0,2,6,728500,5,29,4462991,8,8,2843700,0,0,0,0,0,0,0,0,0
2024,34,274000,003,2660,40680 ,40680 ,10689 ,408,35620, , ,07643      ,1,2,4,Little Ferry borough,110,3,3,1297400,7,14,1800525,0,0,0,8,93,14801016,3,3,1297400,2,4,547500,0,0,0,0,0,0
2024,34,275000,025,2670,40770 ,40770 ,5772 ,408,35620, , ,07760      ,1,2,12,Little Silver borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,276000,013,    ,00000 ,40890 ,30397 ,408,35620, , ,07039      ,1,2,12,Livingston township,78,78,78,37853084,0,0,0,0,0,0,0,0,0,78,78,37853084,0,0,0,0,0,0,0,0,0
2024,34,277000,025,2680,41010 ,41010 ,178 ,408,35620, , ,07711      ,1,2,0,Loch Arbour village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,278000,003,2690,41100 ,41100 ,24206 ,408,35620, , ,07644      ,1,2,12,Lodi borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,280000,029,    ,00000 ,41250 ,3073 ,408,35620, , ,08008      ,1,2,12,Long Beach township,96,96,96,80815791,0,0,0,0,0,0,0,0,0,96,96,80815791,0,0,0,0,0,0,0,0,0
2024,34,281000,025,2700,41310 ,41310 ,30210 ,408,35620, , ,07740      ,1,2,3,Long Branch,59,32,32,19491422,1,2,2556000,0,0,0,5,25,4179025,13,13,5198028,0,0,0,0,0,0,0,0,0
2024,34,281500,027,    ,00000 ,41362 ,8382 ,408,35620, , ,07933      ,1,2,12,Long Hill township,3,3,3,920550,0,0,0,0,0,0,0,0,0,3,3,920550,0,0,0,0,0,0,0,0,0
2024,34,287000,003,    ,00000 ,42090 ,22781 ,408,35620, , ,07071      ,1,2,12,Lyndhurst township,5,1,1,436086,2,4,975800,0,0,0,0,0,0,1,1,436086,2,4,975800,0,0,0,0,0,0
2024,34,288000,027,2750,42510 ,42510 ,17612 ,408,35620, , ,07940      ,1,2,7,Madison borough,32,17,17,9144429,0,0,0,0,0,0,3,15,3933582,11,11,6098950,0,0,0,0,0,0,0,0,0
2024,34,290000,003,    ,00000 ,42750 ,26078 ,408,35620, , ,07430      ,1,2,12,Mahwah township,27,27,27,9452267,0,0,0,0,0,0,0,0,0,27,27,9452267,0,0,0,0,0,0,0,0,0
2024,34,291000,025,    ,00000 ,42990 ,39225 ,408,35620, , ,07726      ,1,2,8,Manalapan township,778,505,505,71398444,0,0,0,37,127,547222,26,146,5968303,460,460,69034473,0,0,0,36,124,547077,18,90,92600
2024,34,292000,025,2790,43050 ,43050 ,5789 ,408,35620, , ,08736      ,1,2,2,Manasquan borough,41,36,36,11457993,0,0,0,0,0,0,1,5,303219,4,4,818375,0,0,0,0,0,0,0,0,0
2024,34,293000,029,    ,00000 ,43140 ,44101 ,408,35620, , ,08759      ,1,2,11,Manchester township,614,95,95,16066865,0,0,0,0,0,0,26,519,31946671,91,91,15379139,0,0,0,0,0,0,26,519,31946671
2024,34,297000,029,2800,43380 ,43380 ,251 ,408,35620, , ,08738      ,1,2,12,Mantoloking borough,92,92,92,19773533,0,0,0,0,0,0,0,0,0,92,92,19773533,0,0,0,0,0,0,0,0,0
2024,34,299000,035,2810,43620 ,43620 ,10046 ,408,35620, , ,08835      ,1,2,2,Manville borough,15,15,15,2161906,0,0,0,0,0,0,0,0,0,2,2,525100,0,0,0,0,0,0,0,0,0
2024,34,301000,013,    ,00000 ,43800 ,25985 ,408,35620, , ,07040      ,1,2,0,Maplewood township,34,19,19,4083308,0,0,0,0,0,0,3,15,1284200,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,303000,025,    ,00000 ,44070 ,39624 ,408,35620, , ,07746      ,1,2,12,Marlboro township,11,4,4,1358099,1,2,337022,0,0,0,1,5,2864250,4,4,1358099,1,2,337022,0,0,0,1,5,2864250
2024,34,304000,025,2860,44520 ,44520 ,8607 ,408,35620, , ,07747      ,1,2,1,Matawan borough,4,4,4,476702,0,0,0,0,0,0,0,0,0,3,3,269602,0,0,0,0,0,0,0,0,0
2024,34,306000,003,2880,44880 ,44880 ,9566 ,408,35620, , ,07607      ,1,2,12,Maywood borough,3,3,3,900000,0,0,0,0,0,0,0,0,0,3,3,900000,0,0,0,0,0,0,0,0,0
2024,34,309000,027,2900,45330 ,45330 ,4836 ,408,35620, , ,07945      ,1,2,3,Mendham borough,92,92,92,2010686,0,0,0,0,0,0,0,0,0,3,3,125000,0,0,0,0,0,0,0,0,0
2024,34,310000,027,    ,00000 ,45360 ,5633 ,408,35620, , ,07926      ,1,2,11,Mendham township,47,47,47,13496315,0,0,0,0,0,0,0,0,0,42,42,12422516,0,0,0,0,0,0,0,0,0
2024,34,313000,023,2930,45690 ,45690 ,14767 ,408,35620, , ,08840      ,1,2,12,Metuchen borough,294,2,2,856000,0,0,0,0,0,0,2,292,37566300,2,2,856000,0,0,0,0,0,0,2,292,37566300
2024,34,316000,023,2950,45900 ,45900 ,13539 ,408,35620, , ,08846      ,1,2,3,Middlesex borough,32,19,19,2918118,2,4,800,0,0,0,1,9,535000,4,4,1068470,0,0,0,0,0,0,1,9,535000
2024,34,317000,025,    ,00000 ,45990 ,65190 ,408,35620, , ,07748      ,1,2,11,Middletown township,202,155,155,29590347,0,0,0,0,0,0,8,47,1371000,139,139,23430203,0,0,0,0,0,0,7,42,1014000
2024,34,318000,003,2960,46110 ,46110 ,7177 ,408,35620, , ,07432      ,1,2,12,Midland Park borough,4,0,0,0,0,0,0,1,4,1184000,0,0,0,0,0,0,0,0,0,1,4,1184000,0,0,0
2024,34,319000,019,2970,46260 ,46260 ,1176 ,408,35620, , ,088480507  ,1,2,12,Milford borough,1,1,1,340075,0,0,0,0,0,0,0,0,0,1,1,340075,0,0,0,0,0,0,0,0,0
2024,34,320000,013,    ,00000 ,46380 ,20102 ,408,35620, , ,07041      ,1,2,12,Millburn township,27,27,27,25092400,0,0,0,0,0,0,0,0,0,27,27,25092400,0,0,0,0,0,0,0,0,0
2024,34,321000,035,2980,46590 ,46590 ,410 ,408,35620, , ,088445108  ,1,2,12,Millstone borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,322000,025,    ,00000 ,46560 ,10382 ,408,35620, , ,08510      ,1,2,12,Millstone township,16,5,5,2261170,0,0,0,0,0,0,2,11,1626526,5,5,2261170,0,0,0,0,0,0,2,11,1626526
2024,34,323000,023,2990,46620 ,46620 ,6909 ,408,35620, , ,08850      ,1,2,12,Milltown borough,1,1,1,478500,0,0,0,0,0,0,0,0,0,1,1,478500,0,0,0,0,0,0,0,0,0
2024,34,325000,027,    ,00000 ,46860 ,3473 ,408,35620, , ,078033006  ,1,2,0,Mine Hill township,11,1,1,363300,0,0,0,0,0,0,2,10,1024000,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,326000,025,3010,47130 ,47130 ,3262 ,408,35620, , ,07750      ,1,2,1,Monmouth Beach borough,22,22,22,9653129,0,0,0,0,0,0,0,0,0,1,1,350000,0,0,0,0,0,0,0,0,0
2024,34,329000,023,    ,00000 ,47280 ,44884 ,408,35620, , ,08831      ,1,2,12,Monroe township,144,117,117,30929290,6,12,1570100,0,0,0,1,15,1507500,117,117,30929290,6,12,1570100,0,0,0,1,15,1507500
2024,34,330000,037,    ,00000 ,47430 ,3630 ,408,35620, , ,078273122  ,1,2,12,Montague township,5,5,5,1670000,0,0,0,0,0,0,0,0,0,5,5,1670000,0,0,0,0,0,0,0,0,0
2024,34,331000,013,    ,00000 ,47500 ,38509 ,408,35620, , ,07042      ,1,2,0,Montclair township,42,17,17,2916782,0,0,0,0,0,0,5,25,9255000,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,332000,035,    ,00000 ,47580 ,23094 ,408,35620, , ,08502      ,1,2,12,Montgomery township,22,2,2,2094121,0,0,0,0,0,0,2,20,5015000,2,2,2094121,0,0,0,0,0,0,2,20,5015000
2024,34,333000,003,3030,47610 ,47610 ,8580 ,408,35620, , ,07645      ,1,2,12,Montvale borough,8,8,8,3220226,0,0,0,0,0,0,0,0,0,8,8,3220226,0,0,0,0,0,0,0,0,0
2024,34,334000,027,    ,00000 ,47670 ,20970 ,408,35620, , ,070458934  ,1,2,12,Montville township,51,17,17,6886836,0,0,0,0,0,0,1,34,750000,17,17,6886836,0,0,0,0,0,0,1,34,750000
2024,34,335000,003,3040,47700 ,47700 ,2689 ,408,35620, , ,07074      ,1,2,1,Moonachie borough,1,1,1,153700,0,0,0,0,0,0,0,0,0,1,1,153700,0,0,0,0,0,0,0,0,0
2024,34,338000,027,3070,48210 ,48210 ,6223 ,408,35620, , ,07950      ,1,2,0,Morris Plains borough,102,72,72,18899295,0,0,0,0,0,0,3,30,3925234,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,339000,027,    ,00000 ,48090 ,22352 ,408,35620, , ,079617603  ,1,2,5,Morris township,29,29,29,8575120,0,0,0,0,0,0,0,0,0,3,3,1247700,0,0,0,0,0,0,0,0,0
2024,34,340000,027,3080,48300 ,48300 ,19229 ,408,35620, , ,07960      ,1,2,4,Morristown town,69,20,20,5268113,0,0,0,1,3,472845,8,46,7044912,4,4,1327404,0,0,0,0,0,0,0,0,0
2024,34,341000,027,3120,48690 ,48690 ,5826 ,408,35620, , ,07856      ,1,2,1,Mount Arlington borough,9,9,9,495549,0,0,0,0,0,0,0,0,0,2,2,191000,0,0,0,0,0,0,0,0,0
2024,34,345000,027,    ,00000 ,49080 ,28815 ,408,35620, , ,07828      ,1,2,12,Mount Olive township,8,8,8,2162499,0,0,0,0,0,0,0,0,0,8,8,2162499,0,0,0,0,0,0,0,0,0
2024,34,346000,027,3100,48480 ,48480 ,4197 ,408,35620, , ,07046      ,1,2,12,Mountain Lakes borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,347000,039,3110,48510 ,48510 ,6876 ,408,35620, , ,07092      ,1,2,3,Mountainside borough,8,8,8,2260050,0,0,0,0,0,0,0,0,0,5,5,1099300,0,0,0,0,0,0,0,0,0
2024,34,350000,025,3190,49920 ,49920 ,4594 ,408,35620, , ,07753      ,1,2,0,Neptune City borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,351000,025,    ,00000 ,49890 ,27344 ,408,35620, , ,07753      ,1,2,2,Neptune township,28,28,28,6302435,0,0,0,0,0,0,0,0,0,2,2,703300,0,0,0,0,0,0,0,0,0
2024,34,353000,023,3220,51210 ,51210 ,56182 ,408,35620, ,1,08903      ,1,2,5,New Brunswick,43,31,31,11858415,1,2,132026,0,0,0,2,10,1825068,9,9,1559342,0,0,0,0,0,0,0,0,0
2024,34,355000,003,3250,51660 ,51660 ,16321 ,408,35620, , ,07646      ,1,2,5,New Milford borough,31,16,16,6292987,0,0,0,0,0,0,3,15,1523623,8,8,3064250,0,0,0,0,0,0,0,0,0
2024,34,356000,039,3260,51810 ,51810 ,13994 ,408,35620, , ,07974      ,1,2,12,New Providence borough,103,11,11,5387278,0,0,0,0,0,0,2,92,11744000,11,11,5387278,0,0,0,0,0,0,2,92,11744000
2024,34,357000,013,3210,51000 ,51000 ,282520 ,408,35620, ,1,07102      ,1,2,12,Newark,1736,14,14,4715532,101,202,34092311,49,160,18424906,21,1360,199231994,14,14,4715532,101,202,34092311,49,160,18424906,21,1360,199231994
2024,34,359000,037,3270,51930 ,51930 ,7977 ,408,35620, , ,07419      ,1,2,12,Newton town,1,1,1,421000,0,0,0,0,0,0,0,0,0,1,1,421000,0,0,0,0,0,0,0,0,0
2024,34,360000,003,3290,52320 ,52320 ,15609 ,408,35620, , ,07032      ,1,2,12,North Arlington borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,361000,017,    ,00000 ,52470 ,59859 ,408,35620, , ,07047      ,1,2,12,North Bergen township,72,4,4,669000,1,2,320800,0,0,0,2,66,9200000,4,4,669000,1,2,320800,0,0,0,2,66,9200000
2024,34,362000,023,    ,00000 ,52560 ,41102 ,408,35620, , ,08902      ,1,2,12,North Brunswick township,7,7,7,1766906,0,0,0,0,0,0,0,0,0,7,7,1766906,0,0,0,0,0,0,0,0,0
2024,34,363000,013,3310,52620 ,52620 ,6641 ,408,35620, , ,070064213  ,1,2,7,North Caldwell borough,2,2,2,1442500,0,0,0,0,0,0,0,0,0,1,1,949000,0,0,0,0,0,0,0,0,0
2024,34,364000,031,3340,53040 ,53040 ,8362 ,408,35620, , ,07508      ,1,2,0,North Haledon borough,3,3,3,2491440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,366000,035,3360,53280 ,53280 ,21246 ,408,35620, , ,07060      ,1,2,12,North Plainfield borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,369000,003,3370,53430 ,53430 ,4923 ,408,35620, , ,07647      ,1,2,12,Northvale borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,370000,003,3390,53610 ,53610 ,5752 ,408,35620, , ,07648      ,1,2,2,Norwood borough,19,19,19,6464843,0,0,0,0,0,0,0,0,0,2,2,1093000,0,0,0,0,0,0,0,0,0
2024,34,371000,013,    ,00000 ,53680 ,28457 ,408,35620, , ,07110      ,1,2,2,Nutley township,64,11,11,2936405,0,0,0,1,3,425000,10,50,3256240,1,1,49300,0,0,0,1,3,425000,0,0,0
2024,34,372000,003,3410,53850 ,53850 ,12841 ,408,35620, , ,07436      ,1,2,11,Oakland borough,14,14,14,6305110,0,0,0,0,0,0,0,0,0,14,14,6305110,0,0,0,0,0,0,0,0,0
2024,34,376000,029,3460,54450 ,54450 ,2055 ,408,35620, , ,08740      ,1,2,0,Ocean Gate borough,9,9,9,1793439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,377000,025,    ,00000 ,54270 ,26821 ,408,35620, , ,07755      ,1,2,12,Ocean township,31,31,31,23614510,0,0,0,0,0,0,0,0,0,31,31,23614510,0,0,0,0,0,0,0,0,0
2024,34,378000,029,    ,00000 ,54300 ,9161 ,408,35620, , ,08758      ,1,2,11,Ocean township,119,119,119,8822236,0,0,0,0,0,0,0,0,0,118,118,8758553,0,0,0,0,0,0,0,0,0
2024,34,379000,025,3480,54570 ,54570 ,5707 ,408,35620, , ,07757      ,1,2,11,Oceanport borough,88,88,88,13200109,0,0,0,0,0,0,0,0,0,79,79,12103450,0,0,0,0,0,0,0,0,0
2024,34,380000,037,3490,54660 ,54660 ,2245 ,408,35620, , ,07439      ,1,2,12,Ogdensburg borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,381000,023,    ,00000 ,54705 ,65414 ,408,35620, , ,08857      ,1,2,12,Old Bridge township,47,47,47,13533369,0,0,0,0,0,0,0,0,0,47,47,13533369,0,0,0,0,0,0,0,0,0
2024,34,382000,003,3510,54870 ,54870 ,5870 ,408,35620, , ,07675      ,1,2,4,Old Tappan borough,49,46,46,12472082,0,0,0,1,3,510509,0,0,0,4,4,2242450,0,0,0,0,0,0,0,0,0
